2024-03-07T00:03:59.236+01:00 r= ip=  INFO 25592 --- [wendys-tournament-management] [main] .a.i.SeprIndividualAssignmentApplication : Starting SeprIndividualAssignmentApplication using Java 21.0.1 with PID 25592 (/home/ivan/Wendys-Tournament-Management/backend/target/classes started by ivan in /home/ivan/Wendys-Tournament-Management/backend)
2024-03-07T00:03:59.250+01:00 r= ip=  INFO 25592 --- [wendys-tournament-management] [main] .a.i.SeprIndividualAssignmentApplication : No active profile set, falling back to 1 default profile: "default"
2024-03-07T01:32:17.064+01:00 r=3416f5ccfaed ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=7ms
2024-03-07T01:32:17.363+01:00 r=e803c043dd13 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:32:17.365+01:00 r=e803c043dd13 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T01:32:17.368+01:00 r=e803c043dd13 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T01:32:18.221+01:00 r=6af9eada0472 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:32:18.223+01:00 r=6af9eada0472 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T01:32:18.227+01:00 r=6af9eada0472 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
2024-03-07T01:32:19.063+01:00 r=f83dc0b02a62 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:32:19.065+01:00 r=f83dc0b02a62 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T01:32:19.070+01:00 r=f83dc0b02a62 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=7ms
2024-03-07T01:32:19.240+01:00 r=09c469e89dba ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:32:19.241+01:00 r=09c469e89dba ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T01:32:19.245+01:00 r=09c469e89dba ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=4ms
2024-03-07T01:34:52.868+01:00 r=6f69205a23f2 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:34:52.869+01:00 r=6f69205a23f2 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:34:52.871+01:00 r=6f69205a23f2 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T01:34:55.634+01:00 r=09bb354b62e5 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:34:55.637+01:00 r=09bb354b62e5 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:34:55.640+01:00 r=09bb354b62e5 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=4ms
2024-03-07T01:35:07.314+01:00 r=b5745516d720 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:35:07.315+01:00 r=b5745516d720 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:35:07.318+01:00 r=b5745516d720 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=4ms
2024-03-07T01:35:07.723+01:00 r=ab5a73ba5626 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:35:07.725+01:00 r=ab5a73ba5626 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:35:07.728+01:00 r=ab5a73ba5626 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=4ms
2024-03-07T01:35:27.889+01:00 r=8142f15b8ef9 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:35:27.891+01:00 r=8142f15b8ef9 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:35:27.895+01:00 r=8142f15b8ef9 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=4ms
2024-03-07T01:36:28.632+01:00 r=4f60db596dcc ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:36:28.633+01:00 r=4f60db596dcc ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:36:28.635+01:00 r=4f60db596dcc ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T01:36:31.018+01:00 r=804dd12e3189 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:36:31.019+01:00 r=804dd12e3189 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:36:31.022+01:00 r=804dd12e3189 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=3ms
2024-03-07T01:37:57.759+01:00 r=c8a563cceda1 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:37:57.761+01:00 r=c8a563cceda1 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:37:57.765+01:00 r=c8a563cceda1 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=200 time=5ms
2024-03-07T01:38:04.219+01:00 r=c6d4e3b1b2e7 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:38:04.223+01:00 r=c6d4e3b1b2e7 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/1 status=200 time=3ms
2024-03-07T01:38:04.227+01:00 r=d068ce07ccbb ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:38:04.232+01:00 r=d068ce07ccbb ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.i.p.impl.HorseJdbcDao          : Deleted horse with ID: 1
2024-03-07T01:38:04.234+01:00 r=d068ce07ccbb ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/1 status=200 time=7ms
2024-03-07T01:38:06.138+01:00 r=f57f77fb8497 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:38:06.143+01:00 r=f57f77fb8497 ip=127.0.0.1 ERROR 30317 --- [wendys-tournament-management] [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/1 status=500 time=4ms
2024-03-07T01:38:15.719+01:00 r=dfc1b4b11bd7 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses/1 UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:38:15.721+01:00 r=dfc1b4b11bd7 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses/1
2024-03-07T01:38:15.722+01:00 r=dfc1b4b11bd7 ip=127.0.0.1  WARN 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : 404 Horse to get details of not found: NotFoundException: No horse with ID 1 found
2024-03-07T01:38:15.727+01:00 r=dfc1b4b11bd7 ip=127.0.0.1  WARN 30317 --- [wendys-tournament-management] [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses/1 status=404 time=7ms
2024-03-07T01:38:23.504+01:00 r=5a0bde749032 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:38:23.507+01:00 r=5a0bde749032 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T01:38:23.513+01:00 r=5a0bde749032 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=8ms
2024-03-07T01:38:23.813+01:00 r=8d9bff1f7153 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (X11; Linux x86_64; rv:122.0) Gecko/20100101 Firefox/122.0
2024-03-07T01:38:23.815+01:00 r=8d9bff1f7153 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2024-03-07T01:38:23.820+01:00 r=8d9bff1f7153 ip=127.0.0.1  INFO 30317 --- [wendys-tournament-management] [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
